eta	pass@1	maj1@8	KL
0.5	0.6064746019711903	0.7589082638362395	2.2600265152136694
1.0	0.6223957543593631	0.7695223654283548	2.3100088323474246
4.0	0.6937149355572403	0.819560272934041	2.608445361920317
6.0	0.7014480667172102	0.8165276724791509	2.671371174079505
8.0	0.7050644427596663	0.8286580742987112	2.6801526015744437
10.0	0.7056785443517818	0.8271417740712661	2.681553083479721
